mtry,AUC,seed,level
14,0.6679061081987911,1,otu
27,0.671199473864108,1,otu
54,0.6730857495125788,1,otu
100,0.6724027158691793,1,otu
14,0.6735285211169357,10,otu
27,0.6797219789475887,10,otu
54,0.6838829168890145,10,otu
100,0.6859397297994859,10,otu
14,0.6806951594451595,100,otu
27,0.6837671783281539,100,otu
54,0.683225347298518,100,otu
100,0.683808276482057,100,otu
14,0.6592273118065801,11,otu
27,0.6630541316577901,11,otu
54,0.6661112514953978,11,otu
100,0.6665488990732893,11,otu
14,0.6923780592439129,12,otu
27,0.698222077478175,12,otu
54,0.7005269821214943,12,otu
100,0.7038686264661874,12,otu
14,0.6790987533700948,13,otu
27,0.6832144278424767,13,otu
54,0.682326903994587,13,otu
100,0.6821911807277661,13,otu
14,0.6839682609438708,14,otu
27,0.6860160059885669,14,otu
54,0.6892087623337624,14,otu
100,0.6884116808446077,14,otu
14,0.6781353801536728,15,otu
27,0.6826362830600635,15,otu
54,0.6846177061207549,15,otu
100,0.6843136677618386,15,otu
14,0.6823428764129984,16,otu
27,0.6836022124040417,16,otu
54,0.684950637048198,16,otu
100,0.6849955617638545,16,otu
14,0.6826156443900346,17,otu
27,0.6869227184501575,17,otu
54,0.6904471365965269,17,otu
100,0.6896955208693014,17,otu
14,0.6723751661068734,18,otu
27,0.6782052492387858,18,otu
54,0.6808187582181485,18,otu
100,0.6795800940313136,18,otu
14,0.6669187571718059,19,otu
27,0.6716637608863218,19,otu
54,0.6763546573577062,19,otu
100,0.6776104728421801,19,otu
14,0.67769524097268,2,otu
27,0.6812857796821211,2,otu
54,0.6818053724456163,2,otu
100,0.6800057226215763,2,otu
14,0.6667827313376093,20,otu
27,0.6675638286369994,20,otu
54,0.6663000055804934,20,otu
100,0.6646094975637659,20,otu
14,0.688301269911026,21,otu
27,0.6922265457966678,21,otu
54,0.6944731796256186,21,otu
100,0.6942317413232048,21,otu
14,0.6790265160631014,22,otu
27,0.681896201079128,22,otu
54,0.6821485488101342,22,otu
100,0.6803473368839222,22,otu
14,0.6930725093560459,23,otu
27,0.6962944307547966,23,otu
54,0.6978741533345192,23,otu
100,0.6984965335544604,23,otu
14,0.6557745179848838,24,otu
27,0.6598707113036382,24,otu
54,0.659110938464597,24,otu
100,0.6580087064416332,24,otu
14,0.6865301516673468,25,otu
27,0.6918450780920293,25,otu
54,0.694441008081252,25,otu
100,0.6945524649213674,25,otu
14,0.6522609072487121,26,otu
27,0.6544916732935026,26,otu
54,0.6565597993463848,26,otu
100,0.6571546781973612,26,otu
14,0.7011887880912271,27,otu
27,0.703423257752526,27,otu
54,0.7032561782165441,27,otu
100,0.7023203613020687,27,otu
14,0.6844291111669161,28,otu
27,0.6905208274476567,28,otu
54,0.6960233914227817,28,otu
100,0.6959839700327505,28,otu
14,0.6931310369603053,29,otu
27,0.6972580280629062,29,otu
54,0.6984232586244782,29,otu
100,0.6959730701956311,29,otu
14,0.7044098754678023,3,otu
27,0.7076539566570055,3,otu
54,0.7092946993160408,3,otu
100,0.7083655864052205,3,otu
14,0.6771693823614555,30,otu
27,0.6819221076477174,30,otu
54,0.6843527647856916,30,otu
100,0.6854130633246487,30,otu
14,0.6875862748637139,31,otu
27,0.6917942585442586,31,otu
54,0.6962358442937712,31,otu
100,0.6950689792580037,31,otu
14,0.6605099899551119,32,otu
27,0.6625508125721541,32,otu
54,0.6632577913279133,32,otu
100,0.6639573615427274,32,otu
14,0.6460129598239355,33,otu
27,0.6497562187623164,33,otu
54,0.6510211662010442,33,otu
100,0.6507143615741177,33,otu
14,0.678414810280664,34,otu
27,0.6815342010128596,34,otu
54,0.6831918604144214,34,otu
100,0.6841821603833799,34,otu
14,0.6791653526348649,35,otu
27,0.6837075790947742,35,otu
54,0.6840264576423113,35,otu
100,0.6842466865820525,35,otu
14,0.689465145895024,36,otu
27,0.6920757063683893,36,otu
54,0.6941546180326669,36,otu
100,0.6944026155946887,36,otu
14,0.6813157482395288,37,otu
27,0.6848469039597088,37,otu
54,0.6886726543616788,37,otu
100,0.6875913260821798,37,otu
14,0.6815042150164101,38,otu
27,0.6837424480229358,38,otu
54,0.6823997848022239,38,otu
100,0.6815402859305298,38,otu
14,0.66954972481192,39,otu
27,0.6721377671225233,39,otu
54,0.6731336924903998,39,otu
100,0.6714591433768263,39,otu
14,0.6832647338104655,4,otu
27,0.6848821077174736,4,otu
54,0.6848024684091757,4,otu
100,0.6838297980035785,4,otu
14,0.6856908794683185,40,otu
27,0.6903310427151891,40,otu
54,0.6937849975410951,40,otu
100,0.6936312593080886,40,otu
14,0.6591367377830792,41,otu
27,0.6628244433457848,41,otu
54,0.664725719186085,41,otu
100,0.6647384941561771,41,otu
14,0.6619411842155745,42,otu
27,0.6641931870895286,42,otu
54,0.6663920994164897,42,otu
100,0.6655837087087088,42,otu
14,0.6933420354152061,43,otu
27,0.6964402411993875,43,otu
54,0.6986384180347595,43,otu
100,0.6986859407316725,43,otu
14,0.6893075797923359,44,otu
27,0.694050278065522,44,otu
54,0.6982038998929243,44,otu
100,0.6979978859521543,44,otu
14,0.67299063305465745,45,otu
27,0.6772047112443454,45,otu
54,0.6798538686770395,45,otu
100,0.6795602806639393,45,otu
14,0.6667177517238493,46,otu
27,0.6686510399772595,46,otu
54,0.6706930432174335,46,otu
100,0.6686708136708137,46,otu
14,0.6836233624739723,47,otu
27,0.688421723116845,47,otu
54,0.6915755297980908,47,otu
100,0.6960899806601026,47,otu
14,0.6740615689731544,48,otu
27,0.681176336615361,48,otu
54,0.6835326192917657,48,otu
100,0.6862322453115136,48,otu
14,0.6725016218308901,49,otu
27,0.6769767472176009,49,otu
54,0.6774941326343765,49,otu
100,0.6746731099566465,49,otu
14,0.6761790187399943,5,otu
27,0.6789059368602052,5,otu
54,0.6782120404376502,5,otu
100,0.6768265770125527,5,otu
14,0.6693767892456917,50,otu
27,0.6716003943839309,50,otu
54,0.6728437344138564,50,otu
100,0.6733608176992323,50,otu
14,0.701097925015608,51,otu
27,0.7029298074206611,51,otu
54,0.7027588136917405,51,otu
100,0.7004692981308835,51,otu
14,0.6880506625963944,52,otu
27,0.6898768454866016,52,otu
54,0.6929846331523161,52,otu
100,0.6929005346810225,52,otu
14,0.6831397242189925,53,otu
27,0.6875952476867111,53,otu
54,0.6889766138089309,53,otu
100,0.687534776937216,53,otu
14,0.6633511255157597,54,otu
27,0.6654905040057479,54,otu
54,0.6670372868513113,54,otu
100,0.6641466091527067,54,otu
14,0.6789900911364326,55,otu
27,0.6835389405084527,55,otu
54,0.6869974190218092,55,otu
100,0.6886827476431135,55,otu
14,0.675924258317551,56,otu
27,0.6771982047378389,56,otu
54,0.6754008485837755,56,otu
100,0.6727885363586583,56,otu
14,0.6661830183842379,57,otu
27,0.6677636839801474,57,otu
54,0.6683935337776801,57,otu
100,0.6642485285808457,57,otu
14,0.6780255551718967,58,otu
27,0.6825733891557062,58,otu
54,0.6823913421260982,58,otu
100,0.6804793290677437,58,otu
14,0.6752485848217555,59,otu
27,0.6787963085036256,59,otu
54,0.6801896957933543,59,otu
100,0.6787724174522956,59,otu
14,0.69598709249319,6,otu
27,0.7014116612256857,6,otu
54,0.7070146518469689,6,otu
100,0.7097411004209785,6,otu
14,0.6810165548824085,60,otu
27,0.6827467545943156,60,otu
54,0.6833191165904581,60,otu
100,0.6822941312392532,60,otu
14,0.675449101976541,61,otu
27,0.6832701608402828,61,otu
54,0.6851652828786975,61,otu
100,0.6870390721732186,61,otu
14,0.6884757675794261,62,otu
27,0.695654362114728,62,otu
54,0.6982812481471018,62,otu
100,0.6977885306909697,62,otu
14,0.6556696574623404,63,otu
27,0.6591374806862612,63,otu
54,0.6591452367001147,63,otu
100,0.6581211254808816,63,otu
14,0.6723762146292634,64,otu
27,0.6760184805886026,64,otu
54,0.6810192989156404,64,otu
100,0.6831965044312606,64,otu
14,0.6580172389288244,65,otu
27,0.6618494003585467,65,otu
54,0.6643691814636936,65,otu
100,0.6640648030434616,65,otu
14,0.6764994354110208,66,otu
27,0.6805348065835871,66,otu
54,0.6827980920816287,66,otu
100,0.68386487532829,66,otu
14,0.6794856607478559,67,otu
27,0.6831004061552842,67,otu
54,0.6821072897810703,67,otu
100,0.6803122913854621,67,otu
14,0.673194945380921,68,otu
27,0.6781515927948855,68,otu
54,0.6793660921374336,68,otu
100,0.6774041925200461,68,otu
14,0.6996400363778412,69,otu
27,0.7018629173598686,69,otu
54,0.7040919220614342,69,otu
100,0.7036785814560205,69,otu
14,0.6550091929909003,7,otu
27,0.6603601266771999,7,otu
54,0.6638842514116905,7,otu
100,0.6641450745170258,7,otu
14,0.6888911812509374,70,otu
27,0.6937474477962283,70,otu
54,0.6976805324488251,70,otu
100,0.6992364646876842,70,otu
14,0.6560976773812139,71,otu
27,0.6620681522114449,71,otu
54,0.665659566796762,71,otu
100,0.6674161269283221,71,otu
14,0.6746509488582659,72,otu
27,0.6794614483821801,72,otu
54,0.681579678546142,72,otu
100,0.6817675053101883,72,otu
14,0.6786472578850627,73,otu
27,0.684167661128027,73,otu
54,0.6863876450492304,73,otu
100,0.6884217662784736,73,otu
14,0.6576615330487282,74,otu
27,0.6619065280437232,74,otu
54,0.664420168426266,74,otu
100,0.6640959112422528,74,otu
14,0.6754068332269552,75,otu
27,0.6807482687391224,75,otu
54,0.6856831892868478,75,otu
100,0.6867116820653406,75,otu
14,0.6762803304175256,76,otu
27,0.67982218586182,76,otu
54,0.6811434287074531,76,otu
100,0.679099593931911,76,otu
14,0.6801655126380737,77,otu
27,0.6828140597043036,77,otu
54,0.6823571480888554,77,otu
100,0.6814616319280954,77,otu
14,0.6718670255621475,78,otu
27,0.6765552495003715,78,otu
54,0.6768727137416162,78,otu
100,0.6751586054695811,78,otu
14,0.6629451943232431,79,otu
27,0.6680910496733667,79,otu
54,0.6692568156135229,79,otu
100,0.6677624274971836,79,otu
14,0.6953574554519677,8,otu
27,0.6982058011844597,8,otu
54,0.7004699939486525,8,otu
100,0.7003819921838215,8,otu
14,0.6904328217590413,80,otu
27,0.6933619124350832,80,otu
54,0.6951962921109263,80,otu
100,0.6950885855367562,80,otu
14,0.6664286097944635,81,otu
27,0.6681897341592463,81,otu
54,0.6698763672208794,81,otu
100,0.6680142193587315,81,otu
14,0.674731991137479,82,otu
27,0.6775431555248629,82,otu
54,0.6790402602079432,82,otu
100,0.6789010979620735,82,otu
14,0.6793490864557937,83,otu
27,0.6824235236979139,83,otu
54,0.6848842143537266,83,otu
100,0.6855176631335168,83,otu
14,0.6947910985898791,84,otu
27,0.699153819324551,84,otu
54,0.700962143763973,84,otu
100,0.7003730585986684,84,otu
14,0.6696846515505052,85,otu
27,0.6744499817762013,85,otu
54,0.6757261699853163,85,otu
100,0.6767275533373095,85,otu
14,0.664299354232281,86,otu
27,0.6703432391450684,86,otu
54,0.6744805933982764,86,otu
100,0.6763619625723284,86,otu
14,0.6684368078880274,87,otu
27,0.67187770784722,87,otu
54,0.6716322568212812,87,otu
100,0.6715485101826565,87,otu
14,0.6664879343629344,88,otu
27,0.6701708315458316,88,otu
54,0.6719178948111875,88,otu
100,0.670338850174216,88,otu
14,0.683370395656981,89,otu
27,0.6873950976237562,89,otu
54,0.6904336413940072,89,otu
100,0.6901414437085169,89,otu
14,0.6696395044870654,9,otu
27,0.6733569736984372,9,otu
54,0.6749498514193636,9,otu
100,0.6719999577103236,9,otu
14,0.6589241776619825,90,otu
27,0.6624350522124912,90,otu
54,0.6619719279383913,90,otu
100,0.6625760281187111,90,otu
14,0.6700160225556567,91,otu
27,0.6760437327571474,91,otu
54,0.677745537785172,91,otu
100,0.6771872861537496,91,otu
14,0.6583226449445961,92,otu
27,0.659439025698172,92,otu
54,0.6586129439544074,92,otu
100,0.6585740701502897,92,otu
14,0.6832216724564285,93,otu
27,0.6864989257550234,93,otu
54,0.6878622625238479,93,otu
100,0.6861543821696261,93,otu
14,0.6891622101195272,94,otu
27,0.6941275735665979,94,otu
54,0.6955478261362408,94,otu
100,0.6957753764217179,94,otu
14,0.6654293997830584,95,otu
27,0.6682852495352496,95,otu
54,0.6686191478935382,95,otu
100,0.6666107108851012,95,otu
14,0.69148743909414645,96,otu
27,0.69613970024031,96,otu
54,0.6992750132536718,96,otu
100,0.6985754469626421,96,otu
14,0.6788544341379708,97,otu
27,0.6807201107902328,97,otu
54,0.6806899717661913,97,otu
100,0.6802363766205229,97,otu
14,0.6420298682829171,98,otu
27,0.6450673081618203,98,otu
54,0.6488459809984201,98,otu
100,0.6467991558631803,98,otu
14,0.6622390203792643,99,otu
27,0.6654326203381081,99,otu
54,0.6668448875704973,99,otu
100,0.6652234717295693,99,otu
